lead_id,lead_source,lead_source_type,agentId,yearCreated,monthCreated,dayCreated,dayName,state,zip_code,electric_company,status
56016,172,6,,2021,2,11,Thursday,,,,66
56016,172,6,3866415,2021,2,11,Thursday,,,,23
56016,172,6,5136817,2021,2,11,Thursday,,,,21
56017,173,6,,2021,2,11,Thursday,,,,66
56017,173,6,9327768,2021,2,11,Thursday,,,,80
56017,173,6,1368598,2021,2,11,Thursday,,,,34
56018,143,17,3866415,2021,2,11,Thursday,,,,23
56018,143,17,3326583,2021,2,11,Thursday,,,,21
56020,181,16,6732050,2021,2,11,Thursday,,,,23
56020,181,16,6732050,2021,2,11,Thursday,,,,5
56021,172,6,,2021,2,11,Thursday,,,,66
56021,172,6,3866415,2021,2,11,Thursday,,,,23
56022,193,6,,2021,2,11,Thursday,,,,66
56022,193,6,9327768,2021,2,11,Thursday,,,,80
56022,193,6,9745922,2021,2,11,Thursday,,,,21
56024,230,6,,2021,2,11,Thursday,Missouri,65672,Empire-Liberty,66
56024,230,6,3866415,2021,2,11,Thursday,Missouri,65672,Empire-Liberty,23
56024,230,6,9593081,2021,2,11,Thursday,Missouri,65672,Empire-Liberty,21
56024,230,6,9593081,2021,2,11,Thursday,Missouri,65672,Empire-Liberty,21
56024,230,6,9593081,2021,2,11,Thursday,Missouri,65672,Empire-Liberty,3
56025,174,6,,2021,2,11,Thursday,,,,66
56025,174,6,3866415,2021,2,11,Thursday,,,,23
56026,146,34,1206784,2021,2,11,Thursday,,,Other,21
56027,193,6,6419170,2021,2,11,Thursday,,,,21
56027,193,6,6419170,2021,2,11,Thursday,,,,58
56028,146,34,1206784,2021,2,11,Thursday,,,,23
56028,146,34,7346193,2021,2,11,Thursday,,,,5
56029,193,6,2218026,2021,2,11,Thursday,,,,21
56029,193,6,6738979,2021,2,11,Thursday,,,,5
56030,172,6,,2021,2,11,Thursday,,,,66
56030,172,6,3866415,2021,2,11,Thursday,,,,23
56031,230,6,,2021,2,11,Thursday,,,,66
56031,230,6,6732050,2021,2,11,Thursday,,,,76
56032,230,6,,2021,2,11,Thursday,,,,66
56032,230,6,6732050,2021,2,11,Thursday,,,,23
56032,230,6,2916217,2021,2,11,Thursday,,,,21
56033,193,6,1368598,2021,2,11,Thursday,,,Arkansas Valley Electric,34
56034,230,6,,2021,2,11,Thursday,,,,66
56034,230,6,6732050,2021,2,11,Thursday,,,,23
56035,29,17,1206784,2021,2,11,Thursday,,,,23
56036,230,6,,2021,2,11,Thursday,Arkansas,72032,Entergy,66
56036,230,6,3326583,2021,2,11,Thursday,Arkansas,72032,Entergy,21
56036,230,6,3326583,2021,2,11,Thursday,Arkansas,72032,Entergy,3
56036,230,6,3326583,2021,2,11,Thursday,Arkansas,72032,Entergy,21
56037,230,6,,2021,2,11,Thursday,,,,66
56037,230,6,3866415,2021,2,11,Thursday,,,,23
56037,230,6,6732050,2021,2,11,Thursday,,,,53
56038,230,6,,2021,2,11,Thursday,,,,66
56038,230,6,3866415,2021,2,11,Thursday,,,,23
56039,193,6,2711226,2021,2,11,Thursday,Oklahoma,74344,Other,21
56039,193,6,2711226,2021,2,11,Thursday,Oklahoma,74344,Other,3
56040,193,6,1368598,2021,2,11,Thursday,Missouri,65714,Ozark Missouri,21
56040,193,6,1368598,2021,2,11,Thursday,Missouri,65714,Ozark Missouri,3
56041,230,6,,2021,2,11,Thursday,,,,66
56041,230,6,3866415,2021,2,11,Thursday,,,,23
56043,214,17,1206784,2021,2,11,Thursday,,,,23
56046,221,34,2916217,2021,2,11,Thursday,,,,30
56049,221,34,3866415,2021,2,11,Thursday,,,,34
56050,172,6,,2021,2,11,Thursday,,,,66
56050,172,6,1206784,2021,2,11,Thursday,,,,23
56051,221,34,3610377,2021,2,11,Thursday,Oklahoma,74019,Other,21
56051,221,34,3610377,2021,2,11,Thursday,Oklahoma,74019,Other,3
56051,221,34,3610377,2021,2,11,Thursday,Oklahoma,74019,Other,21
56053,230,6,,2021,2,11,Thursday,,,,66
56053,230,6,2916217,2021,2,11,Thursday,,,,23
56054,230,6,,2021,2,11,Thursday,,,,66
56054,230,6,6732050,2021,2,11,Thursday,,,,64
56056,193,6,9745922,2021,2,11,Thursday,Oklahoma,73025,Other,21
56057,143,17,2916217,2021,2,11,Thursday,,,,23
56057,143,17,3326583,2021,2,11,Thursday,,,,21
56058,172,6,,2021,2,11,Thursday,,,,66
56058,172,6,6732050,2021,2,11,Thursday,,,,23
56059,193,6,,2021,2,11,Thursday,Arkansas,72751,Carroll,66
56059,193,6,2916217,2021,2,11,Thursday,Arkansas,72751,Carroll,23
56059,193,6,2916217,2021,2,11,Thursday,Arkansas,72751,Carroll,66
56059,193,6,9327768,2021,2,11,Thursday,Arkansas,72751,Carroll,80
56059,193,6,6419170,2021,2,11,Thursday,Arkansas,72751,Carroll,21
56059,193,6,6419170,2021,2,11,Thursday,Arkansas,72751,Carroll,3
56059,193,6,6419170,2021,2,11,Thursday,Arkansas,72751,Carroll,21
56060,230,6,,2021,2,11,Thursday,,,,66
56060,230,6,2916217,2021,2,11,Thursday,,,,23
56061,230,6,,2021,2,11,Thursday,,,,66
56061,230,6,2916217,2021,2,11,Thursday,,,,23
56062,6,17,3866415,2021,2,11,Thursday,,,,23
56063,230,6,,2021,2,11,Thursday,,,,66
56063,230,6,2916217,2021,2,11,Thursday,,,,23
56064,230,6,,2021,2,11,Thursday,Oklahoma,73162,OG&E,66
56064,230,6,2916217,2021,2,11,Thursday,Oklahoma,73162,OG&E,23
56064,230,6,8303669,2021,2,11,Thursday,Oklahoma,73162,OG&E,21
56064,230,6,8303669,2021,2,11,Thursday,Oklahoma,73162,OG&E,3
56064,230,6,8303669,2021,2,11,Thursday,Oklahoma,73162,OG&E,21
56065,230,6,,2021,2,11,Thursday,Arkansas,72719,Carroll,66
56065,230,6,1206784,2021,2,11,Thursday,Arkansas,72719,Carroll,23
56065,230,6,7496997,2021,2,11,Thursday,Arkansas,72719,Carroll,21
56066,214,17,3610377,2021,2,11,Thursday,,,,23
56067,230,6,,2021,2,11,Thursday,,,,66
56067,230,6,1206784,2021,2,11,Thursday,,,,23
56067,230,6,6732050,2021,2,11,Thursday,,,,30
56068,146,34,3610377,2021,2,11,Thursday,,,,23
56069,174,6,,2021,2,11,Thursday,,,,66
56069,174,6,1206784,2021,2,11,Thursday,,,,23
56069,174,6,9745922,2021,2,11,Thursday,,,,21
56070,146,34,3610377,2021,2,11,Thursday,,,,23
56071,230,6,,2021,2,11,Thursday,,,,66
56071,230,6,3866415,2021,2,11,Thursday,,,,23
56073,230,6,,2021,2,11,Thursday,,,,66
56073,230,6,3866415,2021,2,11,Thursday,,,,23
56073,230,6,6963874,2021,2,11,Thursday,,,,21
56074,172,6,,2021,2,11,Thursday,,,,66
56074,172,6,3866415,2021,2,11,Thursday,,,,23
56074,172,6,6732050,2021,2,11,Thursday,,,,30
56075,230,6,,2021,2,11,Thursday,Arkansas,72601,Entergy,66
56075,230,6,3866415,2021,2,11,Thursday,Arkansas,72601,Entergy,23
56075,230,6,7496997,2021,2,11,Thursday,Arkansas,72601,Entergy,21
56075,230,6,7496997,2021,2,11,Thursday,Arkansas,72601,Entergy,3
56075,230,6,7496997,2021,2,11,Thursday,Arkansas,72601,Entergy,21
56076,230,6,,2021,2,11,Thursday,,,,66
56076,230,6,3610377,2021,2,11,Thursday,,,,23
56077,230,6,,2021,2,11,Thursday,,,,66
56077,230,6,3866415,2021,2,11,Thursday,,,,21
56077,230,6,3866415,2021,2,11,Thursday,,,,34
56078,230,6,,2021,2,11,Thursday,Missouri,65802,Ozark (MO),66
56078,230,6,6009163,2021,2,11,Thursday,Missouri,65802,Ozark (MO),21
56078,230,6,6009163,2021,2,11,Thursday,Missouri,65802,Ozark (MO),21
56078,230,6,6009163,2021,2,11,Thursday,Missouri,65802,Ozark (MO),3
56079,214,17,2916217,2021,2,11,Thursday,,,,23
56079,214,17,3610377,2021,2,11,Thursday,,,,21
56080,230,6,,2021,2,11,Thursday,,,,66
56080,230,6,3610377,2021,2,11,Thursday,,,,53
56082,230,6,2916217,2021,2,11,Thursday,Oklahoma,74044,,23
56082,230,6,3866415,2021,2,11,Thursday,Oklahoma,74044,,21
56083,174,6,,2021,2,11,Thursday,Arkansas,72207,Entergy,66
56083,174,6,3866415,2021,2,11,Thursday,Arkansas,72207,Entergy,21
56083,174,6,3866415,2021,2,11,Thursday,Arkansas,72207,Entergy,3
56083,174,6,3866415,2021,2,11,Thursday,Arkansas,72207,Entergy,21
56084,230,6,,2021,2,11,Thursday,,,,66
56084,230,6,6732050,2021,2,11,Thursday,,,,23
56084,230,6,9593081,2021,2,11,Thursday,,,,30
56085,174,6,,2021,2,11,Thursday,Arkansas,72206,First Electric Coop,66
56085,174,6,1206784,2021,2,11,Thursday,Arkansas,72206,First Electric Coop,23
56085,174,6,7496997,2021,2,11,Thursday,Arkansas,72206,First Electric Coop,3
56085,174,6,7496997,2021,2,11,Thursday,Arkansas,72206,First Electric Coop,21
56086,193,6,6419170,2021,2,11,Thursday,,,,21
56087,230,6,,2021,2,11,Thursday,,,,66
56087,230,6,3610377,2021,2,11,Thursday,,,,23
56088,230,6,,2021,2,11,Thursday,Missouri,,City of Springfield,66
56088,230,6,3610377,2021,2,11,Thursday,Missouri,,City of Springfield,23
56088,230,6,1206784,2021,2,11,Thursday,Missouri,,City of Springfield,21
56089,230,6,,2021,2,11,Thursday,Arkansas,72847,Entergy,66
56089,230,6,1206784,2021,2,11,Thursday,Arkansas,72847,Entergy,23
56089,230,6,6732050,2021,2,11,Thursday,Arkansas,72847,Entergy,21
56090,38,17,2916217,2021,2,11,Thursday,,,,23
56090,38,17,3866415,2021,2,11,Thursday,,,,30
56091,214,17,3610377,2021,2,11,Thursday,,,,53
56093,146,34,5802076,2021,2,11,Thursday,Oklahoma,74014,Public Services Company of Oklahoma,21
56093,146,34,5802076,2021,2,11,Thursday,Oklahoma,74014,Public Services Company of Oklahoma,5
56094,122,44,9873852,2021,2,11,Thursday,,,,21
56095,230,6,,2021,2,11,Thursday,,,,66
56095,230,6,1206784,2021,2,11,Thursday,,,,23
56096,230,6,,2021,2,11,Thursday,,,,66
56096,230,6,2916217,2021,2,11,Thursday,,,,23
56097,38,17,6732050,2021,2,11,Thursday,,,,39
56097,38,17,2218026,2021,2,11,Thursday,,,,21
56099,193,6,9745922,2021,2,11,Thursday,Arkansas,72601,Entergy,21
56099,193,6,9745922,2021,2,11,Thursday,Arkansas,72601,Entergy,3
56099,193,6,9745922,2021,2,11,Thursday,Arkansas,72601,Entergy,21
56100,172,6,,2021,2,11,Thursday,Oklahoma,,,66
56100,172,6,5802076,2021,2,11,Thursday,Oklahoma,,,23
56100,172,6,6732050,2021,2,11,Thursday,Oklahoma,,,21
56101,230,6,,2021,2,11,Thursday,,,,66
56101,230,6,3563775,2021,2,11,Thursday,,,,23
56101,230,6,3866415,2021,2,11,Thursday,,,,5
56101,230,6,3866415,2021,2,11,Thursday,,,,23
56101,230,6,1206784,2021,2,11,Thursday,,,,21
56102,230,6,,2021,2,11,Thursday,,,,66
56102,230,6,5136817,2021,2,11,Thursday,,,,23
56102,230,6,3866415,2021,2,11,Thursday,,,,21
56103,230,6,,2021,2,11,Thursday,,,,66
56103,230,6,5136817,2021,2,11,Thursday,,,,23
56103,230,6,3610377,2021,2,11,Thursday,,,,34
56104,230,6,,2021,2,11,Thursday,,,,66
56104,230,6,8086011,2021,2,11,Thursday,,,,23
56107,230,6,6282347,2021,2,11,Thursday,Missouri,65714,White River,21
56107,230,6,6282347,2021,2,11,Thursday,Missouri,65714,White River,3
56107,230,6,6282347,2021,2,11,Thursday,Missouri,65714,White River,71
56107,230,6,4473660,2021,2,11,Thursday,Missouri,65714,White River,18
56108,230,6,,2021,2,11,Thursday,,,,66
56108,230,6,8086011,2021,2,11,Thursday,,,,23
56108,230,6,6732050,2021,2,11,Thursday,,,,21
56108,230,6,6732050,2021,2,11,Thursday,,,,58
56109,230,6,,2021,2,11,Thursday,,,,66
56109,230,6,9593081,2021,2,11,Thursday,,,,21
56109,230,6,9873852,2021,2,11,Thursday,,,,23
56111,230,6,6732050,2021,2,11,Thursday,,,,23
56113,181,16,5802076,2021,2,11,Thursday,Oklahoma,74010,Other,21
56113,181,16,5802076,2021,2,11,Thursday,Oklahoma,74010,Other,21
56113,181,16,5802076,2021,2,11,Thursday,Oklahoma,74010,Other,3
56114,146,34,6732050,2021,2,11,Thursday,,,,23
56115,230,6,,2021,2,11,Thursday,,,,66
56115,230,6,6732050,2021,2,11,Thursday,,,,53
56117,193,6,9745922,2021,2,11,Thursday,,,,21
56118,230,6,,2021,2,11,Thursday,,,,66
56118,230,6,8086011,2021,2,11,Thursday,,,,23
56119,230,6,,2021,2,11,Thursday,,,,66
56119,230,6,3563775,2021,2,11,Thursday,,,,23
56120,230,6,,2021,2,11,Thursday,,,,66
56120,230,6,8086011,2021,2,11,Thursday,,,,23
56121,193,6,,2021,2,11,Thursday,,,,66
56121,193,6,9327768,2021,2,11,Thursday,,,,80
56121,193,6,3563775,2021,2,11,Thursday,,,,30
56121,193,6,3563775,2021,2,11,Thursday,,,,23
56121,193,6,3563775,2021,2,11,Thursday,,,,30
56122,230,6,,2021,2,11,Thursday,,,,66
56122,230,6,7496997,2021,2,11,Thursday,,,,23
56123,230,6,,2021,2,11,Thursday,,,,66
56123,230,6,7496997,2021,2,11,Thursday,,,,23
56124,230,6,,2021,2,11,Thursday,,,,66
56124,230,6,5802076,2021,2,11,Thursday,,,,21
56125,230,6,,2021,2,11,Thursday,,,,66
56125,230,6,5802076,2021,2,11,Thursday,,,,23
56127,15,38,6009163,2021,2,11,Thursday,,,,21
56128,193,6,,2021,2,11,Thursday,,,,66
56128,193,6,8086011,2021,2,11,Thursday,,,,23
56128,193,6,8086011,2021,2,11,Thursday,,,,66
56128,193,6,9327768,2021,2,11,Thursday,,,,80
56128,193,6,9593081,2021,2,11,Thursday,,,,58
56129,193,6,3220110,2021,2,11,Thursday,Arkansas,72034,Other Electric Company,21
56129,193,6,3220110,2021,2,11,Thursday,Arkansas,72034,Other Electric Company,3
56130,230,6,,2021,2,11,Thursday,,,,66
56130,230,6,5802076,2021,2,11,Thursday,,,,53
56131,15,38,8462830,2021,2,11,Thursday,Arkansas,72764,,21
56132,214,17,9873852,2021,2,11,Thursday,,,,53
56133,230,6,,2021,2,11,Thursday,,,,66
56133,230,6,2916217,2021,2,11,Thursday,,,,21
56134,230,6,,2021,2,11,Thursday,,,,66
56134,230,6,6732050,2021,2,11,Thursday,,,,21
56135,5,16,3866415,2021,2,11,Thursday,,,,23
56136,230,6,,2021,2,11,Thursday,,,,66
56136,230,6,3866415,2021,2,11,Thursday,,,,30
56136,230,6,3866415,2021,2,11,Thursday,,,,34
56137,230,6,,2021,2,11,Thursday,Arkansas,72852,Ozarks Arkansas,66
56137,230,6,9745922,2021,2,11,Thursday,Arkansas,72852,Ozarks Arkansas,21
56137,230,6,9745922,2021,2,11,Thursday,Arkansas,72852,Ozarks Arkansas,21
56137,230,6,9745922,2021,2,11,Thursday,Arkansas,72852,Ozarks Arkansas,3
56139,15,38,3326583,2021,2,11,Thursday,Arkansas,72718,Bentonville,21
56140,230,6,,2021,2,11,Thursday,,,,66
56140,230,6,6732050,2021,2,11,Thursday,,,,23
56140,230,6,5136817,2021,2,11,Thursday,,,,66
56140,230,6,5136817,2021,2,11,Thursday,,,,23
56141,27,36,9873852,2021,2,11,Thursday,Missouri,65663,Southwest Electric,21
56141,27,36,9873852,2021,2,11,Thursday,Missouri,65663,Southwest Electric,21
56141,27,36,9873852,2021,2,11,Thursday,Missouri,65663,Southwest Electric,3
56141,27,36,9873852,2021,2,11,Thursday,Missouri,65663,Southwest Electric,21
56142,214,17,6732050,2021,2,11,Thursday,,,,23
56142,214,17,4050359,2021,2,11,Thursday,,,,39
56143,230,6,,2021,2,11,Thursday,,,Other,66
56143,230,6,3610377,2021,2,11,Thursday,,,Other,23
56143,230,6,9593081,2021,2,11,Thursday,,,Other,21
56145,230,6,,2021,2,11,Thursday,Arkansas,72901,OGE,66
56145,230,6,5136817,2021,2,11,Thursday,Arkansas,72901,OGE,23
56145,230,6,9593081,2021,2,11,Thursday,Arkansas,72901,OGE,21
56145,230,6,9593081,2021,2,11,Thursday,Arkansas,72901,OGE,3
56146,230,6,,2021,2,11,Thursday,,,,66
56146,230,6,2916217,2021,2,11,Thursday,,,,23
56147,230,6,,2021,2,11,Thursday,Arkansas,72802,Entergy,66
56147,230,6,9873852,2021,2,11,Thursday,Arkansas,72802,Entergy,23
56147,230,6,2916217,2021,2,11,Thursday,Arkansas,72802,Entergy,21
56147,230,6,2916217,2021,2,11,Thursday,Arkansas,72802,Entergy,3
56147,230,6,2916217,2021,2,11,Thursday,Arkansas,72802,Entergy,21
56148,143,17,6732050,2021,2,11,Thursday,,,,23
56148,143,17,5136817,2021,2,11,Thursday,,,,53
56149,146,34,5802076,2021,2,11,Thursday,,,,23
56150,146,34,,2021,2,11,Thursday,,,,23
56151,230,6,,2021,2,11,Thursday,Arkansas,72210,Entergy,66
56151,230,6,6732050,2021,2,11,Thursday,Arkansas,72210,Entergy,23
56151,230,6,5421394,2021,2,11,Thursday,Arkansas,72210,Entergy,21
56151,230,6,5421394,2021,2,11,Thursday,Arkansas,72210,Entergy,21
56151,230,6,5421394,2021,2,11,Thursday,Arkansas,72210,Entergy,3
